,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3587,1390,11.8,0,0.054238448,1,75.4012,0,14,0,0,0,986.7156
3588,1256,12.0,0,0.075856062,0,124.5388,1,4,0,1,1,1733.7432
3589,545,20.7,0,0.048957533,0,37.8506,1,4,0,1,1,265.6542
3590,712,10.3,1,0.059160135,0,191.553,6,6,0,2,0,6641.355
3591,1420,19.6,1,0.041536962000000004,0,46.0376,3,26,1,1,0,527.3136
3592,1441,6.89,1,0.07048184085069421,0,193.482,0,14,0,0,0,2510.0660000000003
3593,1442,16.7,0,0.070297175,0,216.385,5,11,0,2,0,3678.545
3594,798,13.0,1,0.044984874,1,175.0054,7,16,2,0,0,1926.1594
3595,1443,10.1,0,0.167155198,1,241.7512,7,16,2,0,0,5331.7264
3596,1224,15.6,0,0.14298686300000002,0,130.3994,3,26,1,1,0,2826.9868
3597,315,7.97,0,0.07048184085069421,1,173.7422,5,11,0,2,0,2759.0752
3598,352,12.857645184135976,2,0.162856593,2,54.5956,9,28,2,0,2,218.3824
3599,1444,5.945,2,0.07048184085069421,2,128.9652,6,6,0,2,0,1808.3128
3600,340,20.35,1,0.014885998000000001,0,234.4958,1,4,0,1,1,3271.7412
3601,1445,13.5,1,0.12881621199999999,0,96.4068,7,16,2,0,0,2527.3768
3602,819,6.71,1,0.029680868,0,65.0142,1,4,0,1,1,856.8846
3603,1219,12.15,0,0.036360676,0,166.0184,2,15,0,1,2,330.2368
3604,456,17.7,1,0.016582833,0,50.5034,3,26,1,1,0,1458.102
3605,1446,20.5,1,0.112316501,0,193.9478,3,26,1,1,0,4456.1994
3606,272,19.1,0,0.096653315,0,235.1958,3,26,1,1,0,4673.916
3607,1110,12.3,0,0.021984639,0,191.2162,6,6,0,2,0,1924.162
3608,906,8.905,0,0.143351652,0,62.0878,0,14,0,0,0,302.939
3609,28,14.5,1,0.041482394,0,40.0454,6,6,0,2,0,209.727
3610,851,8.365,1,0.040069806,0,190.7188,6,6,0,2,0,1904.1879999999999
3611,1297,8.51,2,0.052239735,2,141.947,6,6,0,2,0,2004.058
3612,1447,6.38,2,0.015149955,2,144.047,3,26,1,1,0,3149.2340000000004
3613,570,12.857645184135976,2,0.09370568,2,253.8698,4,28,0,1,3,3297.7074
3614,277,16.7,1,0.052401765999999995,0,115.1176,8,9,2,2,0,1488.7288
3615,1246,10.0,1,0.06312198200000001,0,231.7668,3,26,1,1,0,460.7336
3616,863,14.5,1,0.058946687000000005,0,168.6448,5,11,0,2,0,2897.5616
3617,1448,14.65,0,0.171245426,0,50.3692,3,26,1,1,0,591.2304
3618,1389,12.857645184135976,1,0.134057426,0,45.3402,4,28,0,1,3,918.804
3619,175,11.85,1,0.05036845400000001,0,163.8526,6,6,0,2,0,1808.9786
3620,371,19.0,2,0.026986367,2,127.1336,7,16,2,0,0,2812.3392
3621,1033,6.36,0,0.120543611,0,45.806000000000004,7,16,2,0,0,1165.15
3622,1343,18.85,0,0.036037952000000005,0,58.4562,7,16,2,0,0,711.0744
3623,1018,9.6,2,0.0067253880000000005,2,165.9184,1,4,0,1,1,2972.1312
3624,57,5.94,0,0.034940979,0,177.3344,0,14,0,0,0,1605.9096
3625,882,13.5,0,0.094219593,1,189.9872,7,16,2,0,0,1323.6104
3626,767,10.85,2,0.048004263,2,117.5808,2,15,0,1,2,351.5424
3627,778,15.15,1,0.066164431,0,147.376,8,9,2,2,0,2197.14
3628,181,15.6,1,0.07048184085069421,0,62.4194,1,4,0,1,1,804.9522
3629,640,5.15,1,0.07048184085069421,0,122.9388,6,6,0,2,0,2105.2596
3630,374,20.35,1,0.030975716,0,253.9672,0,14,0,0,0,3068.0064
3631,1449,8.895,1,0.039101813,0,208.8296,0,14,0,0,0,5400.9696
3632,1216,21.25,0,0.010039493,0,181.7608,1,4,0,1,1,1102.5648
3633,1431,4.905,0,0.117308165,0,195.7768,8,9,2,2,0,2956.152
3634,927,10.895,1,0.009641375,0,124.17299999999999,5,11,0,2,0,1601.249
3635,731,12.857645184135976,2,0.113212516,2,254.604,9,28,2,0,2,759.012
3636,727,17.75,1,0.06749003599999999,0,185.22400000000002,8,9,2,2,0,6338.416
3637,358,6.8,0,0.037573095,0,50.2034,5,11,0,2,0,1166.4816
3638,582,10.395,0,0.031219108,0,156.9604,8,9,2,2,0,4595.3516
3639,514,14.8,2,0.032606181,2,193.5794,2,15,0,1,2,390.1588
3640,1400,13.5,0,0.07048184085069421,0,84.554,1,4,0,1,1,778.9860000000001
3641,1253,16.0,1,0.106731895,0,183.6634,8,9,2,2,0,2544.6876
3642,1404,17.85,0,0.0112259,0,211.956,3,26,1,1,0,4474.1759999999995
3643,1450,18.7,0,0.026355345,0,127.102,5,11,0,2,0,3289.052
3644,1451,18.0,2,0.01548171,2,159.3604,5,11,0,2,0,2059.9852
3645,562,12.857645184135976,0,0.045465958,0,120.8414,9,28,2,0,2,852.8898
3646,184,5.26,1,0.041857101,0,162.7868,5,11,0,2,0,4258.4568
3647,553,6.175,1,0.07048184085069421,0,94.9752,5,11,0,2,0,1534.0032
3648,381,5.86,1,0.151159243,0,156.6314,5,11,0,2,0,3257.7594
3649,1279,12.857645184135976,0,0.056161529,0,246.9118,4,28,0,1,3,5681.2714
3650,1418,10.5,1,0.142419608,0,161.1578,3,26,1,1,0,1765.0358
3651,614,9.5,0,0.031410377999999996,0,110.3228,1,4,0,1,1,2763.07
3652,920,12.857645184135976,0,0.077790204,0,93.0804,4,28,0,1,3,2940.1728
3653,78,11.8,1,0.014166739,0,178.2344,6,6,0,2,0,2854.9504
3654,693,12.5,1,0.11021544400000001,0,81.8592,5,11,0,2,0,1238.388
3655,725,19.35,0,0.016679143,0,119.3098,1,4,0,1,1,1928.1568
3656,260,20.2,1,0.117339056,0,195.011,8,9,2,2,0,2749.7540000000004
3657,1105,20.2,2,0.11222774699999999,2,123.5046,3,26,1,1,0,2739.1012
3658,1090,12.857645184135976,0,0.062724117,0,100.57,4,28,0,1,3,5093.37
3659,358,6.8,0,0.037555347999999995,0,49.6034,0,14,0,0,0,972.068
3660,681,12.857645184135976,0,0.112349962,1,39.1848,4,28,0,1,3,559.2719999999999
3661,278,12.857645184135976,0,0.093217569,0,116.7834,4,28,0,1,3,4952.8862
3662,1112,8.43,2,0.17766124600000002,2,170.5422,8,9,2,2,0,3621.2862
3663,722,9.3,0,0.11184963,0,64.6826,6,6,0,2,0,774.9912
3664,960,11.35,1,0.06321435,0,88.3856,8,9,2,2,0,1318.2839999999999
3665,961,20.1,2,0.077892365,2,59.3536,6,6,0,2,0,918.804
3666,813,11.35,0,0.051564827,0,49.0008,2,15,0,1,2,101.2016
3667,989,12.857645184135976,1,0.070349402,0,228.601,4,28,0,1,3,7350.432
3668,91,9.8,2,0.024521239,2,117.5492,6,6,0,2,0,1390.1904
3669,1417,20.35,2,0.021447102000000003,2,76.3328,6,6,0,2,0,1312.9576
3670,1452,18.2,1,0.026059557,0,241.2196,8,9,2,2,0,6507.5292
3671,443,18.35,0,0.015301418,1,105.2938,8,9,2,2,0,2036.6822
3672,321,12.1,0,0.07048184085069421,1,179.86599999999999,5,11,0,2,0,3595.32
3673,257,10.695,1,0.060615254,0,174.0712,3,26,1,1,0,2460.7968
3674,744,12.857645184135976,0,0.066459891,0,184.2292,4,28,0,1,3,4560.73
3675,468,11.8,1,0.07687604599999999,0,33.1558,5,11,0,2,0,543.2928
3676,1369,13.8,0,0.14215211,0,263.5884,6,6,0,2,0,2384.8956
3677,1225,15.0,0,0.058632705,0,46.4744,1,4,0,1,1,543.2928
3678,492,5.63,1,0.024541277,0,105.1306,7,16,2,0,0,3135.9179999999997
3679,1415,7.55,1,0.030992735,0,124.3072,0,14,0,0,0,2695.1584
3680,1343,18.85,0,0.036241797,0,57.3562,6,6,0,2,0,1007.3554
3681,1340,7.22,1,0.038398937,0,61.951,5,11,0,2,0,1518.024
3682,1404,17.85,0,0.011258035,0,211.65599999999998,5,11,0,2,0,2556.672
3683,236,8.895,0,0.072511335,0,177.437,0,14,0,0,0,3528.74
3684,29,19.25,0,0.10168915099999999,0,54.6956,3,26,1,1,0,163.7868
3685,580,11.3,2,0.066625843,2,194.2478,3,26,1,1,0,2712.4692
3686,1128,10.85,0,0.162242617,0,107.8622,7,16,2,0,0,1058.622
3687,504,5.0,0,0.07048184085069421,1,189.85299999999998,5,11,0,2,0,4933.5779999999995
3688,1453,20.0,2,0.07048184085069421,2,110.2544,3,26,1,1,0,1454.1072
3689,1108,12.857645184135976,0,0.044008347,0,43.7454,4,28,0,1,3,671.1264
3690,45,10.0,0,0.025867353,0,264.6226,0,14,0,0,0,4757.8068
3691,833,12.857645184135976,0,0.016476618999999998,0,74.33800000000001,9,28,2,0,2,146.476
3692,1231,8.63,0,0.031095246,0,185.7582,7,16,2,0,0,3529.4058
3693,829,9.1,2,0.07048184085069421,2,115.4518,6,6,0,2,0,2390.8878
3694,128,6.92,0,0.038422076,0,62.5852,3,26,1,1,0,438.0964
3695,1454,6.86,2,0.061155983,2,228.40099999999998,2,15,0,1,2,229.701
3696,697,20.0,2,0.08131178,2,37.819,8,9,2,2,0,439.42800000000005
3697,211,14.1,0,0.12575682400000002,0,87.1198,8,9,2,2,0,2529.3742
3698,238,17.6,0,0.05661033,0,41.7454,6,6,0,2,0,209.727
3699,673,17.75,0,0.073709686,0,35.1216,1,4,0,1,1,415.4592
3700,118,8.6,1,0.040432954,0,191.653,6,6,0,2,0,3795.06
3701,1056,7.27,2,0.046749112,2,100.4384,1,4,0,1,1,1970.7679999999998
3702,358,6.8,0,0.06276237400000001,0,50.4034,2,15,0,1,2,48.6034
3703,787,12.857645184135976,1,0.045542627999999995,0,170.7132,4,28,0,1,3,4904.2828
3704,1455,6.935,1,0.041346469,0,103.1332,0,14,0,0,0,820.2656
3705,107,6.69,1,0.036903419,0,175.137,8,9,2,2,0,1235.059
3706,417,12.857645184135976,0,0.07508445700000001,1,233.9616,4,28,0,1,3,4452.8704
3707,413,12.35,0,0.026735372,0,57.4246,5,11,0,2,0,810.9444
3708,804,15.6,0,0.17245325399999997,0,115.1518,3,26,1,1,0,683.1108
3709,924,12.857645184135976,1,0.035666655,0,246.2486,4,28,0,1,3,8063.5038
3710,770,13.1,0,0.037581243,0,175.5054,7,16,2,0,0,2451.4756
3711,870,9.195,1,0.12220294599999999,0,100.1016,3,26,1,1,0,1619.2256
3712,1096,11.15,0,0.056921875999999996,0,107.1622,8,9,2,2,0,423.4488
3713,788,16.1,1,0.06331937900000001,0,180.9318,8,9,2,2,0,1984.7498
3714,1156,6.465,0,0.124402507,0,266.1884,3,26,1,1,0,5299.768
3715,752,20.75,0,0.108879177,0,161.5578,0,14,0,0,0,320.9156
3716,1193,7.655,0,0.032125561000000004,0,115.7492,6,6,0,2,0,2548.6824
3717,1456,20.25,1,0.076097073,0,193.5794,3,26,1,1,0,1950.7939999999999
3718,307,18.75,0,0.052766297000000004,0,189.7504,3,26,1,1,0,2492.7552
3719,1293,11.5,1,0.020601791,0,86.054,0,14,0,0,0,1038.6480000000001
3720,1454,12.857645184135976,2,0.036360386,2,231.601,4,28,0,1,3,7580.133000000001
3721,837,12.857645184135976,0,0.140571971,0,154.7998,4,28,0,1,3,3383.5956
3722,204,7.5,0,0.05074138,0,123.2072,8,9,2,2,0,1837.608
3723,1034,17.0,1,0.015997687,0,229.1352,5,11,0,2,0,4580.704000000001
3724,73,12.857645184135976,0,0.033018558999999996,0,170.4422,4,28,0,1,3,5000.8238
3725,1457,6.03,0,0.022703692999999997,1,177.9028,7,16,2,0,0,4781.7756
3726,940,12.857645184135976,1,0.013431108999999998,0,143.7154,4,28,0,1,3,4821.7236
3727,963,15.0,1,0.07048184085069421,0,235.6248,0,14,0,0,0,1896.1984
3728,1227,18.75,0,0.023876985,1,97.4042,0,14,0,0,0,2281.6966
3729,1404,17.85,0,0.011281018,0,213.75599999999997,1,4,0,1,1,3408.8959999999997
3730,443,18.35,0,0.015328106000000001,1,107.5938,0,14,0,0,0,1822.2946
3731,1125,18.35,1,0.09448807099999999,0,87.1882,5,11,0,2,0,515.3292
3732,1084,19.6,2,0.047897663,2,44.677,7,16,2,0,0,173.108
3733,1429,12.857645184135976,0,0.081841136,1,190.053,4,28,0,1,3,569.259
3734,1458,14.65,2,0.072212787,2,260.9594,5,11,0,2,0,2878.2534
3735,721,21.0,0,0.049505857,0,195.3478,1,4,0,1,1,1162.4868
3736,1459,9.6,2,0.02981155,2,45.2086,6,6,0,2,0,669.1289999999999
3737,1314,17.6,0,0.058181585,0,154.4314,0,14,0,0,0,2326.971
3738,1341,14.0,1,0.037734782,0,166.4526,6,6,0,2,0,4769.1254
3739,869,6.59,2,0.07048184085069421,2,119.1098,6,6,0,2,0,964.0784
3740,629,17.6,1,0.026827052,0,47.8402,2,15,0,1,2,91.8804
3741,1036,11.5,0,0.072881535,0,191.35299999999998,7,16,2,0,0,2277.036
3742,340,20.35,1,0.014822802,0,234.0958,8,9,2,2,0,2570.6538
3743,1242,18.7,2,0.046159927999999996,2,152.3682,0,14,0,0,0,1677.1502
3744,704,5.46,1,0.107662745,0,143.8786,6,6,0,2,0,4334.358
3745,612,9.31,0,0.038014104,0,62.351000000000006,0,14,0,0,0,822.263
3746,918,12.3,1,0.10630714599999999,0,174.9396,8,9,2,2,0,1569.9564
3747,1460,18.2,1,0.06667205799999999,0,248.1092,6,6,0,2,0,4233.1564
3748,604,18.25,0,0.015341138999999998,0,200.0084,1,4,0,1,1,1984.0839999999998
3749,848,18.25,1,0.171174491,0,156.463,5,11,0,2,0,938.778
3750,71,12.857645184135976,2,0.325780807,2,252.7698,9,28,2,0,2,761.0094
3751,1200,10.195,0,0.112859454,1,114.486,6,6,0,2,0,2490.092
3752,1170,5.34,1,0.005962753,0,102.4358,8,9,2,2,0,2010.7160000000001
3753,1461,12.857645184135976,1,0.047358246,0,123.1756,4,28,0,1,3,3998.7948
3754,1091,11.15,1,0.086105815,0,167.87900000000002,5,11,0,2,0,2886.243
3755,39,9.8,0,0.026882496000000002,0,126.302,0,14,0,0,0,3036.048
3756,714,12.1,0,0.040521714,0,178.5002,1,4,0,1,1,5552.1062
3757,1067,12.857645184135976,0,0.020597493,0,200.0742,4,28,0,1,3,8958.339
3758,916,12.857645184135976,0,0.08553847699999999,0,169.2816,4,28,0,1,3,3523.4136
3759,1195,15.5,0,0.07048184085069421,0,141.547,6,6,0,2,0,3006.087
3760,379,15.5,1,0.07048184085069421,0,147.2418,1,4,0,1,1,1324.2762
3761,640,5.15,1,0.10239789,0,122.1388,2,15,0,1,2,495.3552
3762,903,17.25,0,0.07048184085069421,0,37.5822,2,15,0,1,2,196.41099999999997
3763,331,18.35,2,0.0304697,2,191.3162,3,26,1,1,0,1346.9134
3764,200,6.32,0,0.021287234,0,38.5822,2,15,0,1,2,78.5644
3765,1106,5.51,2,0.034467286,2,96.7726,8,9,2,2,0,2642.5602
3766,18,13.35,0,0.1027194,0,228.8352,5,11,0,2,0,5267.8096
3767,145,12.857645184135976,0,0.266234421,0,98.5358,9,28,2,0,2,402.1432
3768,992,12.857645184135976,1,0.129668578,0,206.8638,9,28,2,0,2,207.0638
3769,1041,12.857645184135976,1,0.02923013,0,189.4556,4,28,0,1,3,3567.3564
3770,1396,12.857645184135976,2,0.17641157899999999,2,173.2422,4,28,0,1,3,2069.3064
3771,1138,14.0,0,0.050371507999999995,0,214.7192,2,15,0,1,2,862.8768
3772,1343,18.85,0,0.036184755,0,58.5562,1,4,0,1,1,770.3306
3773,59,12.857645184135976,1,0.07001738099999999,0,89.3514,9,28,2,0,2,177.1028
3774,331,18.35,2,0.030556922,2,190.6162,5,11,0,2,0,3271.0754
3775,364,10.5,2,0.011278535,2,237.0248,3,26,1,1,0,5451.5704
3776,971,9.6,1,0.07048184085069421,0,191.0872,6,6,0,2,0,4349.0056
3777,773,12.857645184135976,0,0.027812304,0,147.476,4,28,0,1,3,3368.948
3778,970,6.035,1,0.066051758,0,187.72400000000002,1,4,0,1,1,2050.6639999999998
3779,868,6.65,0,0.053506995999999994,0,150.0734,1,4,0,1,1,3563.3616
3780,1328,12.857645184135976,1,0.096046304,0,178.7028,4,28,0,1,3,4604.6728
3781,1462,7.285,0,0.049922304,0,156.9288,3,26,1,1,0,1571.2879999999998
3782,1249,11.1,1,0.036083537,0,175.4712,0,14,0,0,0,2988.1104
3783,1013,11.35,1,0.005539114,0,167.87900000000002,0,14,0,0,0,4074.696
3784,626,12.3,0,0.036939673,0,113.1834,7,16,2,0,0,3109.9518
3785,1463,11.6,2,0.037793818,2,99.3042,6,6,0,2,0,2281.6966
3786,918,12.3,1,0.106928681,0,173.7396,6,6,0,2,0,3663.2316
3787,19,18.85,1,0.138585859,0,252.4724,5,11,0,2,0,3271.7412
3788,1464,9.8,1,0.06407717,0,116.7492,1,4,0,1,1,1621.8888
3789,505,7.445,0,0.037708542000000005,0,74.7354,5,11,0,2,0,1128.531
3790,1249,11.1,1,0.036020711000000004,0,177.2712,8,9,2,2,0,2109.2544
3791,721,21.0,0,0.049295686,0,194.4478,8,9,2,2,0,968.7389999999999
3792,827,20.2,0,0.06449461,0,259.2646,5,11,0,2,0,3091.9752
3793,1452,18.2,1,0.026117345,0,239.2196,5,11,0,2,0,3133.2548
3794,849,11.8,1,0.025904648,0,102.4674,3,26,1,1,0,2037.348
3795,563,20.6,1,0.080235512,0,188.9556,2,15,0,1,2,563.2668
3796,444,9.8,0,0.013830218,1,45.306000000000004,3,26,1,1,0,1304.968
3797,723,18.6,0,0.076855628,0,161.0236,7,16,2,0,0,483.3708
3798,1059,13.0,2,0.041824524,2,256.7014,7,16,2,0,0,2805.0154
3799,1003,20.7,1,0.12152072,0,118.0466,7,16,2,0,0,1060.6194
3800,616,9.8,1,0.073289899,0,120.8098,6,6,0,2,0,1325.6078
3801,1265,9.5,1,0.022054552999999998,0,195.4452,8,9,2,2,0,4502.1396
3802,786,21.1,2,0.029054046,2,144.6786,0,14,0,0,0,2889.572
3803,1018,12.857645184135976,2,0.006665666999999999,2,164.1184,4,28,0,1,3,3797.7232
3804,529,8.975,1,0.009057131999999999,0,104.09899999999999,8,9,2,2,0,2476.776
3805,877,4.92,0,0.04595503099999999,0,199.1084,7,16,2,0,0,2182.4924
3806,781,17.5,1,0.007551606999999999,0,145.8102,0,14,0,0,0,1895.5326
3807,1289,12.857645184135976,2,0.023835164,2,103.3964,4,28,0,1,3,3050.6956
3808,902,9.695,1,0.047503317999999996,0,244.6144,0,14,0,0,0,3185.1872
3809,1281,12.857645184135976,0,0.160665697,0,227.5352,9,28,2,0,2,916.1408
3810,1465,7.725,2,0.048661040999999995,2,123.7414,2,15,0,1,2,121.8414
3811,1187,12.857645184135976,0,0.208987123,0,106.0596,9,28,2,0,2,215.7192
3812,1018,9.6,2,0.006692529,2,164.9184,3,26,1,1,0,2972.1312
3813,109,9.1,1,0.136695145,0,173.4054,2,15,0,1,2,875.5269999999999
3814,1344,17.0,1,0.140311123,0,265.6884,6,6,0,2,0,2649.884
3815,765,14.0,1,0.031330907000000005,0,52.364,5,11,0,2,0,745.696
3816,1094,12.1,1,0.061521569000000005,1,55.8614,6,6,0,2,0,1436.7964
3817,1466,19.85,0,0.176991029,0,221.5772,6,6,0,2,0,3558.0352
3818,303,17.2,1,0.0120098,0,163.1184,8,9,2,2,0,2807.0128
3819,1263,8.71,1,0.072141818,0,183.3924,8,9,2,2,0,2776.386
3820,1441,6.89,1,0.136984147,0,192.68200000000002,1,4,0,1,1,2703.1479999999997
3821,1227,18.75,0,0.07048184085069421,1,97.9042,5,11,0,2,0,1686.4714
3822,90,12.857645184135976,0,0.052964982,0,57.793,4,28,0,1,3,1754.3829999999998
3823,615,14.5,0,0.07048184085069421,0,154.4682,3,26,1,1,0,1524.682
3824,225,12.857645184135976,0,0.155316936,0,64.15100000000001,9,28,2,0,2,316.255
3825,1467,12.857645184135976,1,0.048738407000000004,0,152.8682,4,28,0,1,3,5031.4506
3826,699,20.75,2,0.07048184085069421,2,149.4734,3,26,1,1,0,2969.468
3827,1247,17.6,0,0.010031539,0,161.5552,3,26,1,1,0,1787.0072
3828,246,16.85,0,0.036383293,0,91.0488,8,9,2,2,0,1086.5856
3829,96,20.6,1,0.07048184085069421,0,178.1344,8,9,2,2,0,3568.688
3830,1304,5.175,0,0.03736783,0,86.9224,3,26,1,1,0,255.6672
3831,159,17.85,0,0.087604647,0,196.9794,0,14,0,0,0,1560.6352
3832,206,8.93,0,0.028461452999999998,1,152.234,0,14,0,0,0,5053.4220000000005
3833,509,12.857645184135976,1,0.034244601,0,97.2726,4,28,0,1,3,1957.4520000000002
3834,1193,7.655,0,0.031938827999999995,0,114.1492,8,9,2,2,0,1158.492
3835,143,18.35,2,0.014024028000000001,2,224.5746,7,16,2,0,0,2692.4952
3836,543,12.857645184135976,2,0.014232071,2,100.9332,4,28,0,1,3,1743.0644
3837,1468,14.0,0,0.023730384,0,104.3332,8,9,2,2,0,1435.4648
3838,737,11.6,0,0.038578846,0,56.1272,0,14,0,0,0,671.1264
3839,308,15.85,0,0.10803618699999999,1,57.3904,1,4,0,1,1,703.0848
3840,940,10.5,1,0.013572808,0,143.2154,6,6,0,2,0,1559.9694
3841,656,16.7,1,0.06082402,0,98.7384,3,26,1,1,0,1773.6912
3842,1469,17.6,2,0.074345142,2,230.90099999999998,3,26,1,1,0,4364.319
3843,838,18.25,0,0.075501241,0,123.1046,1,4,0,1,1,249.0092
3844,1269,21.1,1,0.16216286,0,62.2168,1,4,0,1,1,383.5008
3845,109,9.1,1,0.081652352,0,177.0054,8,9,2,2,0,2101.2648
3846,1201,15.25,2,0.061434045,2,130.9968,1,4,0,1,1,2348.9424
3847,941,14.35,2,0.017073332,2,109.5228,5,11,0,2,0,1657.842
3848,1077,12.857645184135976,0,0.11880685699999999,0,248.8434,4,28,0,1,3,6705.2718
3849,1470,5.885,1,0.092694107,0,53.6982,3,26,1,1,0,1525.3478
3850,584,16.1,0,0.065183228,0,148.076,7,16,2,0,0,1464.76
3851,1100,12.857645184135976,1,0.005561538,0,224.0062,4,28,0,1,3,3837.0054
3852,860,19.7,0,0.024635077000000002,1,84.1592,3,26,1,1,0,1073.2696
3853,1075,11.5,1,0.126313413,0,100.6358,6,6,0,2,0,2010.7160000000001
3854,1023,16.5,1,0.066383907,0,180.4292,5,11,0,2,0,2189.1504
3855,778,15.15,1,0.066279832,0,147.876,0,14,0,0,0,4540.755999999999
3856,1471,12.15,1,0.042681522,0,184.295,7,16,2,0,0,2014.045
3857,329,15.7,1,0.07048184085069421,0,112.4544,3,26,1,1,0,1230.3984
3858,737,11.6,0,0.038736837999999996,0,55.8272,6,6,0,2,0,1454.1072
3859,192,12.85,0,0.098910759,0,37.6164,3,26,1,1,0,308.9312
3860,285,15.0,0,0.049178998,1,65.6168,5,11,0,2,0,639.168
3861,1151,11.0,1,0.057011062,0,241.9512,3,26,1,1,0,2908.2144
3862,667,5.88,0,0.003589104,1,155.5998,3,26,1,1,0,1691.7978
3863,71,7.825,2,0.07048184085069421,2,253.4698,6,6,0,2,0,6849.0846
3864,1132,12.857645184135976,1,0.043690499,0,60.2194,4,28,0,1,3,1733.7432
3865,257,10.695,1,0.10154201,0,173.7712,2,15,0,1,2,175.7712
3866,44,12.857645184135976,2,0.025164132000000002,2,152.6024,4,28,0,1,3,6072.096
3867,235,13.6,1,0.119077255,0,231.23,3,26,1,1,0,2330.3
3868,1375,8.06,0,0.021497594,0,230.3326,6,6,0,2,0,1386.1956
3869,45,12.857645184135976,0,0.025702129,0,262.6226,4,28,0,1,3,7136.7102
3870,995,7.105,2,0.075000682,2,61.0562,2,15,0,1,2,296.281
3871,1472,18.6,2,0.11841968300000001,2,58.3588,5,11,0,2,0,1545.9876
3872,467,9.5,1,0.035151215,0,171.8448,7,16,2,0,0,2556.672
3873,411,16.85,0,0.04441405599999999,0,182.4266,7,16,2,0,0,2028.6926
3874,984,17.85,0,0.052471995,0,123.7072,6,6,0,2,0,2450.144
3875,402,13.1,0,0.020853376,0,117.4782,3,26,1,1,0,1906.8512
3876,1473,11.3,2,0.047791877999999996,2,180.766,0,14,0,0,0,5033.448
3877,653,13.3,0,0.02136022,0,120.4124,1,4,0,1,1,1777.6860000000001
3878,1208,15.2,1,0.103988736,0,177.0054,5,11,0,2,0,3677.2134
3879,728,20.7,1,0.114581955,0,94.3436,1,4,0,1,1,945.436
3880,1175,7.405,0,0.02556185,0,89.7146,2,15,0,1,2,182.4292
3881,265,6.15,0,0.046459438,0,100.5384,1,4,0,1,1,1675.1528
3882,1373,11.35,1,0.023322477999999997,0,182.5608,7,16,2,0,0,3307.6944
3883,1466,19.85,0,0.175962247,0,223.0772,8,9,2,2,0,1779.0176
3884,173,12.857645184135976,0,0.255929096,0,103.3648,9,28,2,0,2,311.5944
3885,593,8.18,1,0.08233301900000001,0,58.1588,3,26,1,1,0,343.5528
3886,1219,12.15,0,0.021757269,0,165.0184,0,14,0,0,0,3302.368
3887,1457,6.03,0,0.0226994,1,176.4028,8,9,2,2,0,4250.4672
3888,203,15.85,1,0.110653377,0,36.9506,6,6,0,2,0,759.012
3889,135,18.6,0,0.06577152900000001,0,245.7802,2,15,0,1,2,245.6802
3890,1321,12.0,2,0.07048184085069421,2,262.3278,6,6,0,2,0,1561.9668
3891,498,17.1,2,0.07048184085069421,2,114.686,1,4,0,1,1,1358.2320000000002
3892,1295,10.5,1,0.024991056,0,217.9508,7,16,2,0,0,2821.6604
3893,783,17.5,0,0.013658248000000001,0,256.3304,0,14,0,0,0,6199.9296
3894,973,16.1,0,0.034278413,0,255.2356,3,26,1,1,0,6867.0612
3895,961,20.1,2,0.07048184085069421,2,61.3536,2,15,0,1,2,183.7608
3896,806,12.857645184135976,0,0.18530651399999998,0,125.6046,9,28,2,0,2,622.523
3897,1415,7.55,1,0.051794957999999995,0,122.6072,2,15,0,1,2,122.5072
3898,1070,19.25,1,0.027058066000000002,0,194.81099999999998,3,26,1,1,0,2749.7540000000004
3899,1420,19.6,1,0.041740902,0,49.2376,1,4,0,1,1,958.752
3900,1474,14.85,1,0.035400659,0,161.9578,1,4,0,1,1,1444.1202
3901,346,14.65,1,0.099535996,0,52.2666,1,4,0,1,1,615.1992
3902,736,9.3,0,0.17533647100000002,0,107.0964,6,6,0,2,0,1472.7496
3903,532,12.857645184135976,1,0.143319995,0,237.5222,4,28,0,1,3,7170.666
3904,154,14.5,2,0.01950565,2,163.921,0,14,0,0,0,2446.815
3905,55,8.365,0,0.071846495,1,37.9506,7,16,2,0,0,569.259
3906,1351,12.85,1,0.07048184085069421,0,252.3382,7,16,2,0,0,4794.4258
3907,485,13.5,1,0.017887238,0,79.49600000000001,0,14,0,0,0,1438.128
3908,670,7.365,0,0.159967845,0,94.712,7,16,2,0,0,1304.968
3909,298,21.1,1,0.020718655,0,130.4994,7,16,2,0,0,2184.4898
3910,981,12.857645184135976,2,0.096592065,2,117.4492,4,28,0,1,3,1621.8888
3911,929,9.5,0,0.074460855,0,253.6724,0,14,0,0,0,5033.448
3912,1271,12.85,0,0.030789913999999998,0,254.90400000000002,6,6,0,2,0,3036.048
3913,1138,14.0,0,0.030216782999999997,0,216.6192,1,4,0,1,1,3020.0688
3914,1125,18.35,1,0.094279004,0,86.3882,8,9,2,2,0,1545.9876
3915,481,12.857645184135976,1,0.04022593,0,210.9928,9,28,2,0,2,210.3928
3916,1475,7.155,1,0.16852746300000002,0,33.6874,5,11,0,2,0,1023.3346
3917,1122,5.82,1,0.077304459,0,257.633,8,9,2,2,0,4613.994000000001
